customer_id,booking_id,pickup_date,pickup_time,pickup_location_name,pickup_latitude,pickup_longitude,dropoff_suburb,dropoff_latitude,dropoff_longitude,number_of_people,kids_under_5,count_kids_under_5,accessible_vehicle_required,special_requirements,booking_channel,payment_method,cab_company_name,cab_company_id,pickup_time_parsed,pickup_datetime
CUST100042,BK04180042,2026-04-18,10:15 PM,Cribb St Pickup Bay,-27.46817,153.00639,South Brisbane,-27.4806,153.0207,3,0,0,0,Pram/Stroller,Event Kiosk,Cash,NightMove Cabs,CAB205,1900-01-01 22:15:00,2026-04-18 22:15:00
CUST100043,BK04180043,2026-04-18,10:00 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Mount Gravatt,-27.5346,153.0738,1,0,0,0,Quiet ride preferred,App,Digital Wallet,Metro Cabs Brisbane,CAB201,1900-01-01 22:00:00,2026-04-18 22:00:00
CUST100044,BK04180044,2026-04-18,10:05 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Hawthorne,-27.4623,153.0587,2,0,0,0,None,Event Kiosk,Digital Wallet,Metro Cabs Brisbane,CAB201,1900-01-01 22:05:00,2026-04-18 22:05:00
CUST100045,BK04180045,2026-04-18,11:50 PM,Given Tce Pickup Point,-27.4649,153.00591,Morningside,-27.4671,153.0782,2,0,0,0,Extra luggage,Web,Cash,RiverCity Taxi Network,CAB202,1900-01-01 23:50:00,2026-04-18 23:50:00
CUST100046,BK04180046,2026-04-18,10:30 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Clayfield,-27.4184,153.0589,5,0,0,0,Booster seat requested,Event Kiosk,Card,Metro Cabs Brisbane,CAB201,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100047,BK04180047,2026-04-18,09:15 PM,Cribb St Pickup Bay,-27.46817,153.00639,Hawthorne,-27.4623,153.0587,5,0,0,0,Booster seat requested,App,Card,NightMove Cabs,CAB205,1900-01-01 21:15:00,2026-04-18 21:15:00
CUST100048,BK04180048,2026-04-18,10:00 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Cleveland,-27.5274,153.2643,1,0,0,0,Quiet ride preferred,Event Kiosk,Cash,RiverCity Taxi Network,CAB202,1900-01-01 22:00:00,2026-04-18 22:00:00
CUST100049,BK04180049,2026-04-18,10:50 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Windsor,-27.4378,153.0287,3,0,0,0,Booster seat requested,Web,Card,BlueLine Cabs,CAB203,1900-01-01 22:50:00,2026-04-18 22:50:00
CUST100050,BK04180050,2026-04-18,11:50 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Hawthorne,-27.4623,153.0587,3,0,0,0,Wheelchair foldable,Event Kiosk,Digital Wallet,Metro Cabs Brisbane,CAB201,1900-01-01 23:50:00,2026-04-18 23:50:00
CUST100051,BK04180051,2026-04-18,09:40 PM,Baroona Rd Pickup Point,-27.46849,153.00298,St Lucia,-27.4966,153.006,3,0,0,0,None,App,Digital Wallet,CityLoop Taxi Service,CAB206,1900-01-01 21:40:00,2026-04-18 21:40:00
CUST100052,BK04180052,2026-04-18,11:45 PM,Cribb St Pickup Bay,-27.46817,153.00639,Bulimba,-27.4516,153.0578,3,1,1,0,Wheelchair foldable,Phone,Cash,EventLink Rides,CAB204,1900-01-01 23:45:00,2026-04-18 23:45:00
CUST100053,BK04180053,2026-04-18,10:15 PM,Caxton St Pickup Point,-27.4636,153.01159,Hamilton,-27.438,153.0692,1,0,0,0,Wheelchair foldable,Phone,Card,NightMove Cabs,CAB205,1900-01-01 22:15:00,2026-04-18 22:15:00
CUST100054,BK04180054,2026-04-18,09:45 PM,Park Rd Pickup Zone,-27.47197,153.0051,Kangaroo Point,-27.4768,153.0365,1,0,0,0,Wheelchair foldable,Web,Cash,EventLink Rides,CAB204,1900-01-01 21:45:00,2026-04-18 21:45:00
CUST100055,BK04180055,2026-04-18,11:35 PM,Park Rd Pickup Zone,-27.47197,153.0051,Woolloongabba,-27.4902,153.0344,1,0,0,0,Booster seat requested,Phone,Card,EventLink Rides,CAB204,1900-01-01 23:35:00,2026-04-18 23:35:00
CUST100056,BK04180056,2026-04-18,09:55 PM,Baroona Rd Pickup Point,-27.46849,153.00298,West End,-27.4816,153.0096,1,0,0,0,None,Web,Cash,NightMove Cabs,CAB205,1900-01-01 21:55:00,2026-04-18 21:55:00
CUST100057,BK04180057,2026-04-18,10:10 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Coorparoo,-27.4935,153.0589,4,0,0,0,Pram/Stroller,Web,Digital Wallet,NightMove Cabs,CAB205,1900-01-01 22:10:00,2026-04-18 22:10:00
CUST100058,BK04180058,2026-04-18,09:25 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Kedron,-27.4025,153.0286,2,1,1,1,Booster seat requested,Event Kiosk,Digital Wallet,Metro Cabs Brisbane,CAB201,1900-01-01 21:25:00,2026-04-18 21:25:00
CUST100059,BK04180059,2026-04-18,10:30 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Herston,-27.4448,153.0184,3,0,0,0,Wheelchair foldable,Event Kiosk,Card,EventLink Rides,CAB204,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100060,BK04180060,2026-04-18,11:40 PM,Park Rd Pickup Zone,-27.47197,153.0051,Moorooka,-27.5342,153.0247,1,0,0,0,Wheelchair foldable,Event Kiosk,Card,BlueLine Cabs,CAB203,1900-01-01 23:40:00,2026-04-18 23:40:00
CUST100061,BK04180061,2026-04-18,09:20 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Coorparoo,-27.4935,153.0589,1,0,0,0,Quiet ride preferred,Phone,Cash,CityLoop Taxi Service,CAB206,1900-01-01 21:20:00,2026-04-18 21:20:00
CUST100062,BK04180062,2026-04-18,11:30 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Kangaroo Point,-27.4768,153.0365,4,0,0,0,None,Phone,Card,NightMove Cabs,CAB205,1900-01-01 23:30:00,2026-04-18 23:30:00
CUST100063,BK04180063,2026-04-18,10:20 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Forest Lake,-27.6253,152.9689,3,0,0,0,Pram/Stroller,Phone,Card,EventLink Rides,CAB204,1900-01-01 22:20:00,2026-04-18 22:20:00
CUST100064,BK04180064,2026-04-18,10:00 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Woolloongabba,-27.4902,153.0344,2,0,0,0,Quiet ride preferred,App,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 22:00:00,2026-04-18 22:00:00
CUST100065,BK04180065,2026-04-18,10:10 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Milton,-27.4707,153.0019,2,0,0,0,Wheelchair foldable,App,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 22:10:00,2026-04-18 22:10:00
CUST100066,BK04180066,2026-04-18,10:20 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Chermside,-27.3847,153.0318,1,0,0,0,Extra luggage,Event Kiosk,Cash,NightMove Cabs,CAB205,1900-01-01 22:20:00,2026-04-18 22:20:00
CUST100067,BK04180067,2026-04-18,11:05 PM,Park Rd Pickup Zone,-27.47197,153.0051,Teneriffe,-27.4528,153.0466,2,0,0,0,Quiet ride preferred,Web,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 23:05:00,2026-04-18 23:05:00
CUST100068,BK04180068,2026-04-18,11:35 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Red Hill,-27.4527,153.0041,2,0,0,0,None,Event Kiosk,Digital Wallet,RiverCity Taxi Network,CAB202,1900-01-01 23:35:00,2026-04-18 23:35:00
CUST100069,BK04180069,2026-04-18,09:30 PM,Given Tce Pickup Point,-27.4649,153.00591,Kedron,-27.4025,153.0286,3,0,0,0,Extra luggage,Event Kiosk,Digital Wallet,NightMove Cabs,CAB205,1900-01-01 21:30:00,2026-04-18 21:30:00
CUST100070,BK04180070,2026-04-18,10:40 PM,Cribb St Pickup Bay,-27.46817,153.00639,Cleveland,-27.5274,153.2643,3,0,0,0,Pram/Stroller,Web,Card,BlueLine Cabs,CAB203,1900-01-01 22:40:00,2026-04-18 22:40:00
CUST100071,BK04180071,2026-04-18,10:20 PM,Cribb St Pickup Bay,-27.46817,153.00639,Spring Hill,-27.4616,153.0257,1,0,0,0,Wheelchair foldable,Phone,Cash,EventLink Rides,CAB204,1900-01-01 22:20:00,2026-04-18 22:20:00
CUST100072,BK04180072,2026-04-18,11:45 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Fairfield,-27.5076,153.0247,1,0,0,0,Extra luggage,Event Kiosk,Card,BlueLine Cabs,CAB203,1900-01-01 23:45:00,2026-04-18 23:45:00
CUST100073,BK04180073,2026-04-18,10:00 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Bulimba,-27.4516,153.0578,2,1,1,0,Booster seat requested,Web,Card,RiverCity Taxi Network,CAB202,1900-01-01 22:00:00,2026-04-18 22:00:00
CUST100074,BK04180074,2026-04-18,10:20 PM,Park Rd Pickup Zone,-27.47197,153.0051,Red Hill,-27.4527,153.0041,1,0,0,0,None,Event Kiosk,Digital Wallet,CityLoop Taxi Service,CAB206,1900-01-01 22:20:00,2026-04-18 22:20:00
CUST100075,BK04180075,2026-04-18,10:30 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,Bulimba,-27.4516,153.0578,3,0,0,0,Wheelchair foldable,Event Kiosk,Card,EventLink Rides,CAB204,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100076,BK04180076,2026-04-18,09:35 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Manly,-27.4536,153.1869,1,0,0,0,None,Web,Digital Wallet,EventLink Rides,CAB204,1900-01-01 21:35:00,2026-04-18 21:35:00
CUST100077,BK04180077,2026-04-18,11:30 PM,Castlemaine St Pickup Zone,-27.46392,153.00872,Yeronga,-27.5173,153.0166,5,1,1,0,Booster seat requested,Event Kiosk,Cash,BlueLine Cabs,CAB203,1900-01-01 23:30:00,2026-04-18 23:30:00
CUST100078,BK04180078,2026-04-18,09:20 PM,Cribb St Pickup Bay,-27.46817,153.00639,Chermside,-27.3847,153.0318,1,0,0,0,Wheelchair foldable,Event Kiosk,Cash,Metro Cabs Brisbane,CAB201,1900-01-01 21:20:00,2026-04-18 21:20:00
CUST100079,BK04180079,2026-04-18,10:45 PM,Caxton St Pickup Point,-27.4636,153.01159,Chermside,-27.3847,153.0318,1,0,0,0,Quiet ride preferred,App,Cash,RiverCity Taxi Network,CAB202,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100080,BK04180080,2026-04-18,11:05 PM,Park Rd Pickup Zone,-27.47197,153.0051,Bulimba,-27.4516,153.0578,2,0,0,0,Extra luggage,App,Cash,RiverCity Taxi Network,CAB202,1900-01-01 23:05:00,2026-04-18 23:05:00
CUST100081,BK04180081,2026-04-18,11:25 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Mount Gravatt,-27.5346,153.0738,4,0,0,0,None,Phone,Digital Wallet,RiverCity Taxi Network,CAB202,1900-01-01 23:25:00,2026-04-18 23:25:00
CUST100082,BK04180082,2026-04-18,10:10 PM,Caxton St Pickup Point,-27.4636,153.01159,Kangaroo Point,-27.4768,153.0365,4,0,0,0,Booster seat requested,Web,Digital Wallet,EventLink Rides,CAB204,1900-01-01 22:10:00,2026-04-18 22:10:00
CUST100083,BK04180083,2026-04-18,10:25 PM,Caxton St Pickup Point,-27.4636,153.01159,Yeronga,-27.5173,153.0166,1,0,0,0,Wheelchair foldable,Event Kiosk,Card,BlueLine Cabs,CAB203,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100084,BK04180084,2026-04-18,10:50 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Clayfield,-27.4184,153.0589,4,0,0,0,None,Event Kiosk,Card,NightMove Cabs,CAB205,1900-01-01 22:50:00,2026-04-18 22:50:00
CUST100085,BK04180085,2026-04-18,10:45 PM,Heussler Tce Pickup Bay,-27.46542,153.00412,Kedron,-27.4025,153.0286,4,0,0,0,Quiet ride preferred,Web,Card,BlueLine Cabs,CAB203,1900-01-01 22:45:00,2026-04-18 22:45:00
CUST100086,BK04180086,2026-04-18,09:50 PM,Caxton St Pickup Point,-27.4636,153.01159,Sunnybank,-27.5768,153.0567,5,0,0,0,None,Event Kiosk,Card,EventLink Rides,CAB204,1900-01-01 21:50:00,2026-04-18 21:50:00
CUST100087,BK04180087,2026-04-18,11:10 PM,Cribb St Pickup Bay,-27.46817,153.00639,Indooroopilly,-27.5008,152.9733,1,0,0,0,None,App,Digital Wallet,RiverCity Taxi Network,CAB202,1900-01-01 23:10:00,2026-04-18 23:10:00
CUST100088,BK04180088,2026-04-18,10:25 PM,Cribb St Pickup Bay,-27.46817,153.00639,Carindale,-27.5032,153.1024,4,1,1,0,Extra luggage,Phone,Card,EventLink Rides,CAB204,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100089,BK04180089,2026-04-18,11:35 PM,Caxton St Pickup Point,-27.4636,153.01159,Kelvin Grove,-27.4518,153.0132,1,0,0,0,Pram/Stroller,Phone,Card,BlueLine Cabs,CAB203,1900-01-01 23:35:00,2026-04-18 23:35:00
CUST100090,BK04180090,2026-04-18,09:15 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Ashgrove,-27.4454,152.9925,1,0,0,0,Extra luggage,App,Card,NightMove Cabs,CAB205,1900-01-01 21:15:00,2026-04-18 21:15:00
CUST100091,BK04180091,2026-04-18,09:25 PM,Given Tce Pickup Point,-27.4649,153.00591,Taringa,-27.4912,152.9805,4,0,0,0,None,Event Kiosk,Digital Wallet,CityLoop Taxi Service,CAB206,1900-01-01 21:25:00,2026-04-18 21:25:00
CUST100092,BK04180092,2026-04-18,10:25 PM,Cribb St Pickup Bay,-27.46817,153.00639,Eagle Farm,-27.4337,153.0871,1,0,0,0,None,Web,Card,BlueLine Cabs,CAB203,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100093,BK04180093,2026-04-18,09:35 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Nundah,-27.4031,153.0606,6,0,0,0,Booster seat requested,Event Kiosk,Cash,Metro Cabs Brisbane,CAB201,1900-01-01 21:35:00,2026-04-18 21:35:00
CUST100094,BK04180094,2026-04-18,10:15 PM,Cribb St Pickup Bay,-27.46817,153.00639,South Brisbane,-27.4806,153.0207,4,0,0,0,Extra luggage,Event Kiosk,Card,EventLink Rides,CAB204,1900-01-01 22:15:00,2026-04-18 22:15:00
CUST100095,BK04180095,2026-04-18,10:35 PM,Baroona Rd Pickup Point,-27.46849,153.00298,Eight Mile Plains,-27.581,153.1008,3,0,0,0,Extra luggage,Phone,Card,BlueLine Cabs,CAB203,1900-01-01 22:35:00,2026-04-18 22:35:00
CUST100096,BK04180096,2026-04-18,10:15 PM,Given Tce Pickup Point,-27.4649,153.00591,Red Hill,-27.4527,153.0041,3,0,0,0,Extra luggage,Phone,Cash,RiverCity Taxi Network,CAB202,1900-01-01 22:15:00,2026-04-18 22:15:00
CUST100097,BK04180097,2026-04-18,10:25 PM,Milton Rd Pickup Bay,-27.46672,153.01109,Carindale,-27.5032,153.1024,3,0,0,0,None,Web,Cash,NightMove Cabs,CAB205,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100098,BK04180098,2026-04-18,10:30 PM,Upper Roma St Pickup Zone,-27.4662,153.01391,West End,-27.4816,153.0096,2,0,0,0,Pram/Stroller,Event Kiosk,Cash,EventLink Rides,CAB204,1900-01-01 22:30:00,2026-04-18 22:30:00
CUST100099,BK04180099,2026-04-18,10:25 PM,Petrie Tce Pickup Point,-27.4657,153.0125,Windsor,-27.4378,153.0287,5,0,0,0,Wheelchair foldable,Web,Digital Wallet,NightMove Cabs,CAB205,1900-01-01 22:25:00,2026-04-18 22:25:00
CUST100100,BK04180100,2026-04-18,11:40 PM,Caxton St Pickup Point,-27.4636,153.01159,Kangaroo Point,-27.4768,153.0365,3,0,0,0,Quiet ride preferred,Web,Digital Wallet,BlueLine Cabs,CAB203,1900-01-01 23:40:00,2026-04-18 23:40:00
CUST100101,BK04180101,2026-04-18,09:20 PM,Cribb St Pickup Bay,-27.46817,153.00639,Sunnybank,-27.5768,153.0567,2,0,0,0,Pram/Stroller,Web,Cash,RiverCity Taxi Network,CAB202,1900-01-01 21:20:00,2026-04-18 21:20:00
CUST100102,BK04180102,2026-04-18,09:25 PM,Given Tce Pickup Point,-27.4649,153.00591,Albion,-27.4315,153.0422,3,0,0,0,Wheelchair foldable,App,Cash,CityLoop Taxi Service,CAB206,1900-01-01 21:25:00,2026-04-18 21:25:00
